"mean_ride_length","median_ride_length","max_ride_length","min_ride_length","mean_ride_length_time","median_ride_length_time","max_ride_length_time","min_ride_length_time"
975.995672645515,616,86396,0,"00:16:16","00:10:16","23:59:56","00:00:00"
