"mean_ride_length","median_ride_length","max_ride_length","min_ride_length","mean_ride_length_time","median_ride_length_time","max_ride_length_time","min_ride_length_time"
1166.59738638802,617,2483235,-621201,"00:19:27","00:10:17","689:47:15","-173:26:39"
